"","Estimate.Status","Year","Fishing.Year","Fishing.Mode","Fishing.Area","Cumulative.Through","PSE","Does.Angler.Trips.Meet.MRIP.Standard","Is.Angler.Trips.Significantly.Different.From.0","Angler.Trips","Angler.Trips.Lower.95..Confidence.Limit","Angler.Trips.Upper.95..Confidence.Limit"
"297","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",5,"YES","YES","94,976","85,668","104,284"
"298","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",2.1,"YES","YES","51,801","49,669","53,933"
"299","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",5.6,"YES","YES","111,607","99,357","123,857"
"300","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",5.3,"YES","YES","92,926","83,273","102,580"
"301","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",5.5,"YES","YES","35,318","31,511","39,125"
"302","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",16.9,"YES","YES","192,851","128,971","256,730"
"303","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","UNKNOWN","ANNUAL",8.5,"YES","YES","100","83","117"
"304","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",16.2,"YES","YES","1,619,834","1,105,505","2,134,164"
"305","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",22.9,"YES","YES","301,426","166,134","436,718"
"306","FINAL",2013,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",8.1,"YES","YES","4,040,075","3,398,672","4,681,477"
"307","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",25.7,"YES","YES","2,204,801","1,094,199","3,315,404"
"308","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",11,"YES","YES","6,306,221","4,946,600","7,665,842"
"309","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",2.1,"YES","YES","76,526","73,376","79,676"
"310","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",1.2,"YES","YES","44,562","43,514","45,610"
"311","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",1.4,"YES","YES","83,173","80,891","85,456"
"312","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","UNKNOWN","ANNUAL",2.1,"YES","YES","48","46","50"
"313","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",12.9,"YES","YES","85,699","64,031","107,367"
"314","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",6,"YES","YES","46,867","41,356","52,379"
"315","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",15.2,"YES","YES","96,900","68,032","125,769"
"316","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",15.3,"YES","YES","2,125,886","1,488,375","2,763,397"
"317","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",30.4,"CAUTION","YES","479,514","193,800","765,227"
"318","FINAL",2014,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",9.8,"YES","YES","3,851,650","3,111,825","4,591,475"
"319","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",21,"YES","YES","1,476,135","868,558","2,083,712"
"320","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",8.7,"YES","YES","6,825,972","5,662,008","7,989,937"
"321","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",3.9,"YES","YES","100,718","93,019","108,417"
"322","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",3,"YES","YES","49,406","46,501","52,311"
"323","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",2.5,"YES","YES","80,389","76,450","84,329"
"324","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",5.2,"YES","YES","135,740","121,905","149,574"
"325","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",4.2,"YES","YES","68,582","62,936","74,228"
"326","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",11.5,"YES","YES","134,172","103,930","164,415"
"327","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",18.5,"YES","YES","1,302,966","830,510","1,775,421"
"328","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",20.7,"YES","YES","553,311","328,821","777,800"
"329","FINAL",2015,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",9.3,"YES","YES","4,543,893","3,715,632","5,372,154"
"330","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",27.1,"YES","YES","949,490","445,159","1,453,821"
"331","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",9.2,"YES","YES","7,630,665","6,254,704","9,006,627"
"332","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",4.4,"YES","YES","76,111","69,548","82,675"
"333","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",8.8,"YES","YES","31,744","26,269","37,219"
"334","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",3.6,"YES","YES","46,082","42,831","49,334"
"335","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",8.8,"YES","YES","45,276","37,467","53,086"
"336","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",10.6,"YES","YES","22,248","17,626","26,870"
"337","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",10.6,"YES","YES","48,922","38,758","59,086"
"338","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","UNKNOWN","ANNUAL",11.1,"YES","YES","81","63","99"
"339","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",14.7,"YES","YES","1,624,596","1,156,517","2,092,674"
"340","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",19.7,"YES","YES","841,532","516,600","1,166,465"
"341","FINAL",2016,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",10,"YES","YES","4,448,463","3,576,564","5,320,362"
"342","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",28.1,"YES","YES","804,543","361,433","1,247,654"
"343","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",12.7,"YES","YES","8,198,384","6,157,642","10,239,126"
"344","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",7,"YES","YES","96,684","83,419","109,949"
"345","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",13,"YES","YES","33,557","25,006","42,107"
"346","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",9.4,"YES","YES","63,714","51,975","75,452"
"347","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",11.3,"YES","YES","26,898","20,941","32,855"
"348","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",12.8,"YES","YES","10,044","7,524","12,563"
"349","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",13.9,"YES","YES","28,094","20,440","35,747"
"350","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",21.6,"YES","YES","1,132,386","652,979","1,611,793"
"351","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",27.5,"YES","YES","709,861","327,246","1,092,476"
"352","FINAL",2017,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",15.3,"YES","YES","5,529,819","3,871,537","7,188,102"
"353","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",32,"CAUTION","YES","665,268","248,012","1,082,524"
"354","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",10.3,"YES","YES","5,621,024","4,486,252","6,755,796"
"355","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",7.7,"YES","YES","61,381","52,117","70,644"
"356","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",6.2,"YES","YES","41,616","36,559","46,673"
"357","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",8.3,"YES","YES","149,738","125,379","174,098"
"358","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",13.5,"YES","YES","16,725","12,300","21,150"
"359","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",12.7,"YES","YES","10,544","7,919","13,168"
"360","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",11.9,"YES","YES","24,128","18,501","29,756"
"361","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",19,"YES","YES","800,189","502,199","1,098,180"
"362","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",39.2,"CAUTION","YES","464,873","107,702","822,044"
"363","FINAL",2018,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",12.5,"YES","YES","3,386,679","2,556,943","4,216,415"
"364","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",28,"YES","YES","1,309,966","591,056","2,028,875"
"365","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",11.4,"YES","YES","5,883,948","4,569,238","7,198,657"
"366","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",12.1,"YES","YES","72,983","55,675","90,292"
"367","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",4.7,"YES","YES","67,923","61,666","74,181"
"368","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",8.3,"YES","YES","90,530","75,802","105,257"
"369","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",17.4,"YES","YES","7,050","4,646","9,454"
"370","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",29.2,"YES","YES","6,569","2,809","10,328"
"371","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",17.2,"YES","YES","20,291","13,451","27,131"
"372","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",15.6,"YES","YES","1,483,328","1,029,786","1,936,870"
"373","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",23.4,"YES","YES","550,829","298,197","803,462"
"374","FINAL",2019,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",10.5,"YES","YES","3,918,328","3,111,936","4,724,719"
"375","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",25.6,"YES","YES","1,505,763","750,231","2,261,294"
"376","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",10.1,"YES","YES","7,459,250","5,982,617","8,935,883"
"377","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",8.5,"YES","YES","64,248","53,545","74,952"
"378","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",6.2,"YES","YES","77,754","68,306","87,203"
"379","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",15.3,"YES","YES","99,889","69,934","129,843"
"380","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",17.6,"YES","YES","10,554","6,913","14,194"
"381","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",15.2,"YES","YES","4,684","3,289","6,080"
"382","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",16.6,"YES","YES","13,868","9,356","18,380"
"383","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",17.8,"YES","YES","825,876","537,745","1,114,008"
"384","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",20.1,"YES","YES","513,577","311,248","715,905"
"385","FINAL",2020,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",9.7,"YES","YES","4,265,573","3,454,602","5,076,544"
"386","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",27.2,"YES","YES","1,349,457","630,034","2,068,879"
"387","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",11.2,"YES","YES","5,626,377","4,391,275","6,861,479"
"388","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",6.3,"YES","YES","49,109","43,045","55,173"
"389","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",5.9,"YES","YES","70,193","62,076","78,311"
"390","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",11.3,"YES","YES","74,170","57,743","90,598"
"391","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",17.3,"YES","YES","49,787","32,905","66,669"
"392","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",16,"YES","YES","34,857","23,926","45,788"
"393","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",18.5,"YES","YES","120,834","77,020","164,649"
"394","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",18.5,"YES","YES","517,393","329,786","704,999"
"395","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",28.8,"YES","YES","347,115","151,175","543,054"
"396","FINAL",2021,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",11.5,"YES","YES","3,767,646","2,918,418","4,616,873"
"397","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",28.9,"YES","YES","1,490,369","646,165","2,334,574"
"398","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",10.8,"YES","YES","7,357,212","5,799,837","8,914,587"
"399","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",6,"YES","YES","50,968","44,974","56,962"
"400","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",3.2,"YES","YES","59,098","55,391","62,804"
"401","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",6.1,"YES","YES","65,959","58,073","73,845"
"402","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",15.2,"YES","YES","36,240","25,444","47,037"
"403","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",13.9,"YES","YES","17,691","12,872","22,511"
"404","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",17,"YES","YES","42,998","28,671","57,325"
"405","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",17.7,"YES","YES","1,207,146","788,363","1,625,929"
"406","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",20.6,"YES","YES","504,010","300,511","707,509"
"407","FINAL",2022,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",11.4,"YES","YES","5,643,554","4,382,559","6,904,550"
"408","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",24.9,"YES","YES","1,849,573","946,908","2,752,239"
"409","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",11.9,"YES","YES","5,451,319","4,179,853","6,722,784"
"410","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",5.8,"YES","YES","24,579","21,785","27,373"
"411","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",6,"YES","YES","63,739","56,243","71,235"
"412","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",6.6,"YES","YES","105,528","91,877","119,179"
"413","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",32,"CAUTION","YES","6,835","2,548","11,121"
"414","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",36.8,"CAUTION","YES","2,371","661","4,082"
"415","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",35.4,"CAUTION","YES","8,836","2,705","14,967"
"416","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",18.9,"YES","YES","827,103","520,711","1,133,495"
"417","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",23.1,"YES","YES","564,277","308,795","819,759"
"418","FINAL",2023,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",10.5,"YES","YES","4,090,390","3,248,588","4,932,193"
"419","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","ANNUAL",27.4,"YES","YES","962,244","445,480","1,479,007"
"420","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","ANNUAL",12,"YES","YES","6,208,701","4,748,414","7,668,987"
"421","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","ANNUAL",5.4,"YES","YES","28,186","25,203","31,169"
"422","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","ANNUAL",5,"YES","YES","47,640","42,971","52,309"
"423","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","ANNUAL",5.3,"YES","YES","97,573","87,438","107,709"
"424","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","ANNUAL",16.5,"YES","YES","17,536","11,865","23,207"
"425","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","ANNUAL",18.7,"YES","YES","9,569","6,062","13,076"
"426","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","ANNUAL",19.1,"YES","YES","46,166","28,883","63,448"
"427","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","ANNUAL",17.9,"YES","YES","1,106,706","718,429","1,494,982"
"428","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","ANNUAL",24.1,"YES","YES","816,840","430,998","1,202,683"
"429","FINAL",2024,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","ANNUAL",14.6,"YES","YES","4,067,826","2,903,777","5,231,875"
"430","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","OCEAN (<= 3 MI)","WAVE 3",49.8,"CAUTION","YES","156,864","3,752","309,976"
"431","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","SHORE","INLAND","WAVE 3",18.7,"YES","YES","1,986,548","1,258,438","2,714,657"
"432","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (<= 3 MI)","WAVE 3",9.8,"YES","YES","5,147","4,159","6,136"
"433","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","OCEAN (> 3 MI)","WAVE 3",8.8,"YES","YES","6,817","5,641","7,992"
"434","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","PARTY BOAT","INLAND","WAVE 3",9.6,"YES","YES","31,970","25,955","37,986"
"435","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (<= 3 MI)","WAVE 3",29.5,"YES","YES","3,704","1,563","5,846"
"436","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","OCEAN (> 3 MI)","WAVE 3",30.5,"CAUTION","YES","2,263","910","3,616"
"437","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","CHARTER BOAT","INLAND","WAVE 3",30.4,"CAUTION","YES","14,865","6,008","23,721"
"438","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (<= 3 MI)","WAVE 3",33.1,"CAUTION","YES","86,519","30,389","142,649"
"439","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","OCEAN (> 3 MI)","WAVE 3",45.8,"CAUTION","YES","82,993","8,492","157,493"
"440","PRELIMINARY",2025,"CALENDAR YEAR (JAN 1 - DEC 31)","PRIVATE/RENTAL BOAT","INLAND","WAVE 3",15.6,"YES","YES","1,310,718","909,953","1,711,484"
