,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1954,"SILVERSIDES, ATHERINIDAE (FAMILY) **","237,900",108,"18,120","163,243",Public,Commercial
1954,"SKATES, RAJIDAE (FAMILY) **","18,200",8,"1,091","9,829",Public,Commercial
1954,"SMELT, RAINBOW","5,000",2,954,"8,595",Public,Commercial
1954,SPOT,"2,200",1,109,982,Public,Commercial
1954,"SQUIDS, LOLIGINIDAE **","553,900",251,"38,775","349,324",Public,Commercial
1954,STURGEONS **,"15,000",7,"4,464","40,216",Public,Commercial
1954,SUCKERS **,"20,200",9,837,"7,541",Public,Commercial
1954,SUNFISHES **,"12,900",6,"1,586","14,288",Public,Commercial
1954,SWORDFISH,"3,100",1,"1,488","13,405",Public,Commercial
1954,TAUTOG,"7,100",3,495,"4,459",Public,Commercial
1954,"TILEFISH, GOLDEN","399,000",181,"27,925","251,577",Public,Commercial
1954,"TROUT, LAKE",900,0,423,"3,811",Public,Commercial
1954,"TUNA, BLUEFIN","31,500",14,"3,780","34,054",Public,Commercial
1954,"TURTLE, LOGGERHEAD",300,0,18,162,Public,Commercial
1954,"VERTEBRATES, JAWED","1,270,400",576,"53,218","479,442",Public,Commercial
1954,WALLEYE,"446,100",202,"76,387","688,171",Public,Commercial
1954,WEAKFISH,"127,000",58,"25,414","228,955",Public,Commercial
1954,"WHITEFISH, LAKE","105,800",48,"53,552","482,450",Public,Commercial
1955,ALEWIFE,"102,000",46,"1,944","17,204",Public,Commercial
1955,"BASS, BLACK SEA","936,400",425,"120,262","1,064,265",Public,Commercial
1955,"BASS, ROCK","6,500",3,657,"5,814",Public,Commercial
1955,"BASS, STRIPED","506,100",230,"116,243","1,028,699",Public,Commercial
1955,"BASS, WHITE","55,100",25,"4,721","41,779",Public,Commercial
1955,BLUEFISH,"469,200",213,"96,452","853,558",Public,Commercial
1955,"BONITO, ATLANTIC","41,300",19,"3,059","27,071",Public,Commercial
1955,BOWFIN,"9,100",4,816,"7,221",Public,Commercial
1955,BURBOT,"1,700",1,240,"2,124",Public,Commercial
1955,"CARP, COMMON","40,900",19,"2,185","19,336",Public,Commercial
1955,"CATFISHES, BULLHEAD **","31,400",14,"2,951","26,115",Public,Commercial
1955,"CATFISHES, FORKTAIL **","82,500",37,"16,579","146,717",Public,Commercial
1955,"CATFISHES-BULLHEADS, OTHER **",400,0,95,841,Public,Commercial
1955,CHUBS **,"1,000",0,213,"1,885",Public,Commercial
1955,"CLAM, SOFT","34,800",16,"17,627","155,991",Public,Commercial
1955,"CLAM, SURF, ATLANTIC","2,026,400",919,"253,299","2,241,584",Public,Commercial
1955,"CLAMS, QUAHOG, MERCENARIA **","2,656,500","1,205","1,518,985","13,442,345",Public,Commercial
1955,"COD, ATLANTIC","2,257,400","1,024","205,201","1,815,938",Public,Commercial
1955,"CONCHS, TRUE **","36,800",17,"7,457","65,991",Public,Commercial
1955,"CRAB, BLUE","42,700",19,"4,880","43,186",Public,Commercial
1955,CRAPPIES **,100,0,8,71,Public,Commercial
1955,CUNNER,300,0,12,106,Public,Commercial
1955,"DRUM, FRESHWATER",200,0,8,71,Public,Commercial
1955,"EEL, AMERICAN","258,900",117,"51,439","455,212",Public,Commercial
1955,"EEL, CONGER","7,900",4,294,"2,602",Public,Commercial
1955,"FLOUNDER, AMERICAN PLAICE","1,100",0,74,655,Public,Commercial
1955,"FLOUNDER, SUMMER","2,607,900","1,183","498,799","4,414,150",Public,Commercial
1955,"FLOUNDER, WINTER","536,500",243,"49,842","441,080",Public,Commercial
1955,"FLOUNDER, WITCH","1,100",0,93,823,Public,Commercial
1955,"FLOUNDER, YELLOWTAIL","166,400",75,"21,145","187,124",Public,Commercial
1955,GOOSEFISH,"37,100",17,"1,850","16,372",Public,Commercial
1955,HADDOCK,"5,100",2,545,"4,823",Public,Commercial
1955,"HAKE, RED","643,300",292,"18,492","163,646",Public,Commercial
1955,"HAKE, SILVER","3,857,600","1,750","165,098","1,461,044",Public,Commercial
1955,"HAKE, WHITE","3,600",2,242,"2,142",Public,Commercial
1955,HARVESTFISHES **,"1,326,900",602,"136,314","1,206,319",Public,Commercial
1955,"HERRING, ATLANTIC","186,800",85,"2,034","18,000",Public,Commercial
1955,"HERRING, LAKE OR CISCO","1,200",1,290,"2,566",Public,Commercial
1955,KINGFISHES **,"11,900",5,"1,771","15,673",Public,Commercial
1955,"LANCE, AMERICAN SAND","1,000",0,50,442,Public,Commercial
1955,"LOBSTER, AMERICAN","336,700",153,"117,283","1,037,903",Public,Commercial
1955,"MACKEREL, ATLANTIC","99,800",45,"19,715","174,469",Public,Commercial
1955,MENHADENS **,"89,616,300","40,650","1,464,421","12,959,478",Public,Commercial
1955,"MUSSEL, SEA","118,800",54,"25,422","224,973",Public,Commercial
1955,"OYSTER, EASTERN","1,353,700",614,"1,075,632","9,518,867",Public,Commercial
1955,"PERCH, WHITE","17,100",8,"2,304","20,389",Public,Commercial
1955,"PERCH, YELLOW","122,600",56,"16,078","142,283",Public,Commercial
1955,POLLOCK,700,0,56,496,Public,Commercial
1955,PORGIES **,"13,050,000","5,919","754,286","6,675,097",Public,Commercial
1955,"PUFFER, NORTHERN","147,000",67,"11,431","101,159",Public,Commercial
1955,"SCALLOP, BAY","226,100",103,"209,956","1,858,018",Public,Commercial
1955,"SCALLOP, SEA","4,480,900","2,033","2,258,167","19,983,779",Public,Commercial
1955,SEAROBINS **,"11,500",5,223,"1,973",Public,Commercial
1955,"SHAD, AMERICAN","615,000",279,"82,299","728,310",Public,Commercial
1955,"SHARKS, CHONDRICHTHYES (CLASS) **","12,400",6,639,"5,655",Public,Commercial
1955,"SHARKS, DOGFISH **","72,600",33,"3,199","28,310",Public,Commercial
1955,"SILVERSIDES, ATHERINIDAE (FAMILY) **","204,100",93,"20,624","182,513",Public,Commercial
1955,"SKATES, RAJIDAE (FAMILY) **","42,200",19,"1,809","16,009",Public,Commercial
1955,"SMELT, RAINBOW","4,800",2,555,"4,912",Public,Commercial
1955,"SQUIDS, LOLIGINIDAE **","682,300",309,"38,200","338,053",Public,Commercial
1955,STURGEONS **,"14,400",7,"5,352","47,363",Public,Commercial
1955,SUCKERS **,"12,700",6,"1,030","9,115",Public,Commercial
1955,SUNFISHES **,"14,200",6,"1,448","12,814",Public,Commercial
1955,SWORDFISH,"2,100",1,"1,200","10,619",Public,Commercial
1955,TAUTOG,"6,200",3,356,"3,150",Public,Commercial
1955,"TILEFISH, GOLDEN","308,800",140,"23,931","211,779",Public,Commercial
1955,"TOMCOD, ATLANTIC",400,0,164,"1,451",Public,Commercial
1955,"TROUT, LAKE",300,0,179,"1,584",Public,Commercial
1955,"TUNA, BLUEFIN","11,900",5,"1,081","9,566",Public,Commercial
1955,"TUNA, LITTLE TUNNY","5,900",3,177,"1,566",Public,Commercial
1955,"VERTEBRATES, JAWED","2,329,500","1,057","52,094","461,009",Public,Commercial
1955,WALLEYE,"1,668,600",757,"235,696","2,085,805",Public,Commercial
1955,WEAKFISH,"205,500",93,"33,039","292,381",Public,Commercial
1955,"WHITEFISH, LAKE","82,000",37,"39,549","349,991",Public,Commercial
1956,ALEWIFE,"67,800",31,"1,878","16,051",Public,Commercial
1956,"BASS, BLACK SEA","510,200",231,"66,068","564,684",Public,Commercial
1956,"BASS, ROCK","4,600",2,461,"3,940",Public,Commercial
1956,"BASS, STRIPED","395,200",179,"110,886","947,744",Public,Commercial
1956,"BASS, WHITE","64,200",29,"6,417","54,846",Public,Commercial
1956,BLUEFISH,"370,800",168,"70,452","602,154",Public,Commercial
1956,"BONITO, ATLANTIC","4,700",2,473,"4,043",Public,Commercial
1956,BOWFIN,"5,700",3,573,"4,897",Public,Commercial
1956,BURBOT,"6,300",3,748,"6,393",Public,Commercial
1956,"CARP, COMMON","27,400",12,"1,436","12,274",Public,Commercial
1956,"CATFISHES, FORKTAIL **","66,600",30,"13,326","113,897",Public,Commercial
1956,"CATFISHES-BULLHEADS, OTHER **","18,900",9,"2,382","20,359",Public,Commercial
1956,CHUBS **,300,0,68,581,Public,Commercial
1956,"CLAM, SOFT","154,500",70,"66,750","570,513",Public,Commercial
1956,"CLAM, SURF, ATLANTIC","2,368,300","1,074","305,601","2,611,974",Public,Commercial
1956,"CLAMS, QUAHOG, MERCENARIA **","3,575,200","1,622","1,974,702","16,877,795",Public,Commercial
1956,"COD, ATLANTIC","1,325,600",601,"159,072","1,359,590",Public,Commercial
1956,"CONCHS, TRUE **","21,500",10,"3,392","28,991",Public,Commercial
1956,"CRAB, BLUE","9,200",4,974,"8,325",Public,Commercial
1956,CRAPPIES **,200,0,32,274,Public,Commercial
1956,"DRUM, FRESHWATER","1,500",1,60,513,Public,Commercial
1956,"EEL, AMERICAN","245,500",111,"48,098","411,094",Public,Commercial
1956,"EEL, CONGER","21,600",10,648,"5,538",Public,Commercial
1956,"FLOUNDER, SUMMER","4,259,900","1,932","728,696","6,228,171",Public,Commercial
1956,"FLOUNDER, WINTER","861,900",391,"60,233","514,812",Public,Commercial
1956,"FLOUNDER, WITCH","2,200",1,176,"1,504",Public,Commercial
1956,"FLOUNDER, YELLOWTAIL","224,200",102,"26,904","229,949",Public,Commercial
1956,GOOSEFISH,"29,500",13,"1,180","10,085",Public,Commercial
1956,HADDOCK,"43,300",20,"4,287","36,641",Public,Commercial
1956,"HAKE, RED","500,700",227,"19,984","170,803",Public,Commercial
1956,"HAKE, SILVER","1,540,200",699,"53,261","455,222",Public,Commercial
1956,"HAKE, WHITE","7,700",3,385,"3,291",Public,Commercial
1956,HARVESTFISHES **,"1,501,100",681,"180,739","1,544,778",Public,Commercial
1956,"HERRING, ATLANTIC","417,800",190,"4,092","34,974",Public,Commercial
1956,"HERRING, LAKE OR CISCO","2,600",1,775,"6,624",Public,Commercial
1956,KINGFISHES **,"10,900",5,"1,962","16,769",Public,Commercial
1956,"LOBSTER, AMERICAN","452,000",205,"155,882","1,332,325",Public,Commercial
1956,"MACKEREL, ATLANTIC","95,100",43,"21,873","186,949",Public,Commercial
1956,MENHADENS **,"114,397,000","51,890","1,687,634","14,424,222",Public,Commercial
1956,"MUSSEL, SEA","29,300",13,"5,923","50,624",Public,Commercial
1956,"OYSTER, EASTERN","1,069,400",485,"1,000,900","8,554,700",Public,Commercial
1956,"PERCH, WHITE","19,700",9,"2,409","20,590",Public,Commercial
1956,"PERCH, YELLOW","155,000",70,"21,652","185,060",Public,Commercial
1956,POLLOCK,"1,300",1,104,889,Public,Commercial
1956,PORGIES **,"10,891,800","4,940","726,186","6,206,718",Public,Commercial
1956,"PUFFER, NORTHERN","283,800",129,"19,866","169,795",Public,Commercial
1956,"SCALLOP, BAY","149,700",68,"138,587","1,184,504",Public,Commercial
1956,"SCALLOP, SEA","2,672,300","1,212","1,445,369","12,353,581",Public,Commercial
1956,SEAROBINS **,"19,800",9,214,"1,829",Public,Commercial
1956,"SHAD, AMERICAN","703,700",319,"63,644","543,966",Public,Commercial
1956,"SHARKS, CHONDRICHTHYES (CLASS) **","12,400",6,620,"5,299",Public,Commercial
1956,"SHARKS, DOGFISH **","58,500",27,"2,342","20,017",Public,Commercial
1956,"SILVERSIDES, ATHERINIDAE (FAMILY) **","174,900",79,"20,877","178,436",Public,Commercial
1956,"SKATES, RAJIDAE (FAMILY) **","54,300",25,"2,176","18,598",Public,Commercial
1956,"SMELT, RAINBOW","3,000",1,432,"3,692",Public,Commercial
1956,"SQUIDS, LOLIGINIDAE **","704,000",319,"56,282","481,043",Public,Commercial
1956,STURGEONS **,"6,100",3,"2,847","24,333",Public,Commercial
1956,SUCKERS **,"19,900",9,"1,198","10,239",Public,Commercial
1956,SUNFISHES **,"14,700",7,"1,566","13,385",Public,Commercial
1956,SWORDFISH,"13,800",6,"7,176","61,333",Public,Commercial
1956,TAUTOG,"7,500",3,450,"3,846",Public,Commercial
1956,"TILEFISH, GOLDEN","174,600",79,"22,699","194,009",Public,Commercial
1956,"TOMCOD, ATLANTIC","2,200",1,767,"6,556",Public,Commercial
1956,"TROUT, LAKE",200,0,116,991,Public,Commercial
1956,"TUNA, BLUEFIN","24,000",11,"2,400","20,513",Public,Commercial
1956,"TUNA, LITTLE TUNNY","12,100",5,673,"5,752",Public,Commercial
1956,"VERTEBRATES, JAWED","2,824,800","1,281","54,735","467,820",Public,Commercial
1956,WALLEYE,"951,900",432,"144,123","1,231,820",Public,Commercial
1956,WEAKFISH,"210,600",96,"29,489","252,043",Public,Commercial
1956,"WHITEFISH, LAKE","33,500",15,"14,829","126,744",Public,Commercial
1957,ALEWIFE,"56,300",26,"1,122","9,273",Public,Commercial
1957,"BASS, BLACK SEA","809,200",367,"107,369","887,347",Public,Commercial
1957,"BASS, ROCK","5,100",2,407,"3,364",Public,Commercial
1957,"BASS, STRIPED","553,000",251,"147,940","1,222,645",Public,Commercial
1957,"BASS, WHITE","17,000",8,"2,900","23,967",Public,Commercial
1957,BLUEFISH,"418,300",190,"66,618","550,562",Public,Commercial
1957,"BONITO, ATLANTIC","3,900",2,532,"4,397",Public,Commercial
1957,BOWFIN,"5,800",3,174,"1,438",Public,Commercial
1957,BURBOT,"1,800",1,54,446,Public,Commercial
1957,"CARP, COMMON","25,800",12,"1,075","8,884",Public,Commercial
1957,"CATFISHES, FORKTAIL **","98,700",45,"24,439","201,975",Public,Commercial
1957,"CATFISHES-BULLHEADS, OTHER **","19,300",9,"2,552","21,091",Public,Commercial
1957,"CLAM, RAZOR, ATLANTIC","3,100",1,679,"5,612",Public,Commercial
1957,"CLAM, SOFT","159,700",72,"61,632","509,355",Public,Commercial
1957,"CLAM, SURF, ATLANTIC","1,599,100",725,"219,899","1,817,347",Public,Commercial
1957,"CLAMS, QUAHOG, MERCENARIA **","3,582,400","1,625","1,947,956","16,098,810",Public,Commercial
1957,"COD, ATLANTIC","1,722,000",781,"189,844","1,568,959",Public,Commercial
1957,"CONCHS, TRUE **","10,300",5,"2,045","16,901",Public,Commercial
1957,"CRAB, BLUE","8,500",4,968,"8,000",Public,Commercial
1957,CRAPPIES **,700,0,127,"1,050",Public,Commercial
1957,"DRUM, FRESHWATER","1,500",1,30,248,Public,Commercial
1957,"EEL, AMERICAN","226,300",103,"41,457","342,620",Public,Commercial
1957,"EEL, CONGER","14,200",6,327,"2,702",Public,Commercial
1957,"FLOUNDER, AMERICAN PLAICE","5,800",3,431,"3,562",Public,Commercial
1957,"FLOUNDER, SUMMER","3,487,600","1,582","523,728","4,328,331",Public,Commercial
1957,"FLOUNDER, WINTER","1,489,900",676,"116,124","959,703",Public,Commercial
1957,"FLOUNDER, WITCH","8,300",4,589,"4,868",Public,Commercial
1957,"FLOUNDER, YELLOWTAIL","169,200",77,"17,397","143,777",Public,Commercial
1957,GOOSEFISH,"27,500",12,"1,042","8,612",Public,Commercial
1957,HADDOCK,"160,700",73,"11,658","96,347",Public,Commercial
1957,"HAKE, RED","571,100",259,"19,164","158,380",Public,Commercial
1957,"HAKE, SILVER","3,653,100","1,657","151,368","1,250,975",Public,Commercial
1957,"HAKE, WHITE",100,0,7,58,Public,Commercial
1957,HARVESTFISHES **,"2,501,000","1,134","206,191","1,704,058",Public,Commercial
1957,"HERRING, ATLANTIC","209,500",95,"2,579","21,314",Public,Commercial
1957,"HERRING, LAKE OR CISCO","3,900",2,996,"8,231",Public,Commercial
1957,KINGFISHES **,"5,000",2,718,"5,934",Public,Commercial
1957,"LOBSTER, AMERICAN","377,500",171,"132,677","1,096,504",Public,Commercial
1957,"MACKEREL, ATLANTIC","36,300",16,"8,051","66,537",Public,Commercial
1957,MENHADENS **,"116,770,500","52,967","1,659,596","13,715,669",Public,Commercial
1957,"MUSSEL, SEA","9,800",4,"1,923","15,893",Public,Commercial
1957,"OYSTER, EASTERN","1,067,400",484,"1,018,206","8,414,925",Public,Commercial
1957,"PERCH, WHITE","75,200",34,"8,244","68,132",Public,Commercial
1957,"PERCH, YELLOW","90,800",41,"13,928","115,107",Public,Commercial
1957,PIKES **,,,1,8,Public,Commercial
1957,POLLOCK,"3,100",1,248,"2,050",Public,Commercial
1957,PORGIES **,"11,761,200","5,335","788,040","6,512,727",Public,Commercial
1957,"PUFFER, NORTHERN","500,400",227,"22,167","183,198",Public,Commercial
1957,SAUGER,,,1,8,Public,Commercial
1957,"SCALLOP, BAY","589,500",267,"399,119","3,298,504",Public,Commercial
1957,"SCALLOP, SEA","1,838,400",834,"894,340","7,391,240",Public,Commercial
1957,SEAROBINS **,"82,600",37,826,"6,826",Public,Commercial
1957,"SHAD, AMERICAN","626,000",284,"61,749","510,322",Public,Commercial
1957,"SHARKS, CHONDRICHTHYES (CLASS) **","6,800",3,272,"2,248",Public,Commercial
1957,"SHARKS, DOGFISH **","53,100",24,"1,684","13,917",Public,Commercial
1957,"SILVERSIDES, ATHERINIDAE (FAMILY) **","145,800",66,"17,660","145,950",Public,Commercial
1957,"SKATES, RAJIDAE (FAMILY) **","58,800",27,"2,059","17,017",Public,Commercial
1957,"SMELT, RAINBOW","2,100",1,306,"2,529",Public,Commercial
1957,SPOT,"6,400",3,320,"2,645",Public,Commercial
1957,"SQUIDS, LOLIGINIDAE **","996,400",452,"72,551","599,595",Public,Commercial
1957,STURGEONS **,"12,000",5,"2,660","21,983",Public,Commercial
1957,SUCKERS **,"20,200",9,763,"6,306",Public,Commercial
1957,SUNFISHES **,"13,700",6,"1,441","11,909",Public,Commercial
1957,SWORDFISH,"12,800",6,"5,520","45,620",Public,Commercial
1957,TAUTOG,"1,000",0,52,430,Public,Commercial
1957,"TILEFISH, GOLDEN","122,700",56,"13,619","112,554",Public,Commercial
1957,"TOMCOD, ATLANTIC",300,0,105,868,Public,Commercial
1957,"TROUT, LAKE",200,0,120,992,Public,Commercial
1957,"TUNA, BLUEFIN","38,200",17,"5,348","44,198",Public,Commercial
1957,"TUNA, LITTLE TUNNY","9,700",4,485,"4,008",Public,Commercial
1957,"VERTEBRATES, JAWED","776,900",352,"40,124","331,603",Public,Commercial
1957,WALLEYE,"474,600",215,"106,090","876,776",Public,Commercial
1957,WEAKFISH,"199,200",90,"25,309","209,165",Public,Commercial
1957,"WHITEFISH, LAKE","149,900",68,"74,926","619,223",Public,Commercial
1958,ALEWIFE,"66,100",30,"1,308","10,634",Public,Commercial
1958,"BASS, BLACK SEA","841,700",382,"129,959","1,056,577",Public,Commercial
1958,"BASS, ROCK","7,300",3,581,"4,724",Public,Commercial
1958,"BASS, STRIPED","397,900",180,"114,479","930,724",Public,Commercial
1958,"BASS, WHITE","17,900",8,"1,908","15,512",Public,Commercial
1958,BLUEFISH,"115,500",52,"28,898","234,943",Public,Commercial
1958,BOWFIN,"7,000",3,141,"1,146",Public,Commercial
1958,BURBOT,"6,200",3,124,"1,008",Public,Commercial
1958,"CARP, COMMON","19,700",9,"1,018","8,276",Public,Commercial
1958,"CATFISHES, BULLHEAD **","3,800",2,961,"7,813",Public,Commercial
1958,"CATFISHES, FORKTAIL **","114,100",52,"27,692","225,138",Public,Commercial
1958,"CATFISHES-BULLHEADS, OTHER **","20,900",9,"2,181","17,732",Public,Commercial
1958,"CLAM, RAZOR, ATLANTIC","8,400",4,"1,957","15,911",Public,Commercial
1958,"CLAM, SOFT","205,900",93,"66,526","540,862",Public,Commercial
1958,"CLAM, SURF, ATLANTIC","429,400",195,"69,564","565,561",Public,Commercial
1958,"CLAMS, QUAHOG, MERCENARIA **","3,737,000","1,695","1,868,482","15,190,910",Public,Commercial
1958,"COD, ATLANTIC","2,200,400",998,"217,172","1,765,626",Public,Commercial
1958,"CONCHS, TRUE **","9,000",4,"1,700","13,821",Public,Commercial
1958,"CRAB, BLUE","18,300",8,"1,678","13,642",Public,Commercial
1958,CRAPPIES **,700,0,85,691,Public,Commercial
1958,"DRUM, FRESHWATER","2,700",1,68,553,Public,Commercial
1958,"EEL, AMERICAN","297,600",135,"52,570","427,398",Public,Commercial
1958,"EEL, CONGER","5,400",2,108,878,Public,Commercial
1958,"FLOUNDER, SUMMER","2,341,200","1,062","458,702","3,729,285",Public,Commercial
1958,"FLOUNDER, WINTER","2,011,200",912,"188,447","1,532,089",Public,Commercial
1958,"FLOUNDER, WITCH","2,300",1,276,"2,244",Public,Commercial
1958,"FLOUNDER, YELLOWTAIL","519,700",236,"61,923","503,439",Public,Commercial
1958,GARFISHES **,100,0,1,8,Public,Commercial
1958,GOOSEFISH,"25,200",11,907,"7,374",Public,Commercial
1958,HADDOCK,"1,600",1,208,"1,691",Public,Commercial
1958,"HAKE, RED","601,400",273,"20,407","165,911",Public,Commercial
1958,"HAKE, SILVER","2,020,100",916,"102,384","832,390",Public,Commercial
1958,"HAKE, WHITE",200,0,7,57,Public,Commercial
1958,HARVESTFISHES **,"3,039,700","1,379","290,844","2,364,585",Public,Commercial
1958,"HERRING, ATLANTIC","295,800",134,"3,350","27,236",Public,Commercial
1958,"HERRING, LAKE OR CISCO","2,600",1,663,"5,390",Public,Commercial
1958,KINGFISHES **,600,0,87,707,Public,Commercial
1958,"LOBSTER, AMERICAN","357,400",162,"122,444","995,480",Public,Commercial
1958,"MACKEREL, ATLANTIC","157,800",72,"11,363","92,382",Public,Commercial
1958,MENHADENS **,"55,299,000","25,083","778,244","6,327,187",Public,Commercial
1958,"MUSSEL, SEA","35,600",16,"5,776","46,959",Public,Commercial
1958,"OYSTER, EASTERN","1,056,800",479,"986,293","8,018,642",Public,Commercial
1958,"PERCH, WHITE","34,100",15,"4,134","33,610",Public,Commercial
1958,"PERCH, YELLOW","156,100",71,"16,832","136,846",Public,Commercial
1958,PIKES **,,,5,41,Public,Commercial
1958,POLLOCK,"3,100",1,184,"1,496",Public,Commercial
1958,PORGIES **,"14,319,300","6,495","907,897","7,381,276",Public,Commercial
1958,"PUFFER, NORTHERN","230,300",104,"10,763","87,504",Public,Commercial
1958,"SCALLOP, BAY","594,000",269,"362,519","2,947,309",Public,Commercial
1958,"SCALLOP, SEA","2,018,700",916,"966,808","7,860,228",Public,Commercial
1958,"SHAD, AMERICAN","644,500",292,"74,758","607,789",Public,Commercial
1958,"SHARKS, CHONDRICHTHYES (CLASS) **","3,800",2,189,"1,537",Public,Commercial
1958,"SHARKS, DOGFISH **","41,100",19,"1,306","10,618",Public,Commercial
1958,"SILVERSIDES, ATHERINIDAE (FAMILY) **","150,000",68,"14,495","117,846",Public,Commercial
1958,"SKATES, RAJIDAE (FAMILY) **","41,600",19,"1,567","12,740",Public,Commercial
1958,"SMELT, RAINBOW",900,0,177,"1,439",Public,Commercial
1958,"SQUIDS, LOLIGINIDAE **","1,231,600",559,"68,808","559,415",Public,Commercial
1958,STURGEONS **,"31,400",14,"7,472","60,748",Public,Commercial
1958,SUCKERS **,"23,700",11,908,"7,382",Public,Commercial
1958,SUNFISHES **,"17,300",8,"1,965","15,976",Public,Commercial
1958,SWORDFISH,"84,000",38,"40,740","331,220",Public,Commercial
1958,TAUTOG,"16,800",8,792,"6,439",Public,Commercial
1958,"TILEFISH, GOLDEN","88,700",40,"11,702","95,138",Public,Commercial
1958,"TOMCOD, ATLANTIC",400,0,130,"1,057",Public,Commercial
1958,"TROUT, LAKE",900,0,541,"4,398",Public,Commercial
1958,"TUNA, BLUEFIN","8,900",4,985,"8,008",Public,Commercial
1958,"TUNA, LITTLE TUNNY","8,900",4,445,"3,618",Public,Commercial
1958,"VERTEBRATES, JAWED","1,615,400",733,"56,492","459,284",Public,Commercial
1958,WALLEYE,"230,900",105,"69,043","561,325",Public,Commercial
